group_id,fairness_id,user_id,theta
0,2275,3971,0.48862123489379883
0,2276,2819,-0.6621094942092896
0,2281,361,0.9509486556053162
0,2299,1946,-0.11321951448917389
0,2396,22,-0.3396221399307251
0,2412,712,0.3145638406276703
0,2416,2868,-0.8561175465583801
0,2426,2795,-0.4042392373085022
0,2427,4034,-0.006985947024077177
0,2428,2417,-0.6612723469734192
0,2429,2429,-0.6261852383613586
0,2430,2871,-0.42265763878822327
0,2431,3600,0.5901616811752319
0,2441,2838,0.58072829246521
0,2447,2807,0.7691308856010437
0,2454,2706,0.5042951107025146
0,2457,3154,-0.27704522013664246
0,2460,3465,-0.754042387008667
0,2461,1495,0.378720760345459
0,2462,1601,0.9226924777030945
0,2463,3428,-0.7116655111312866
0,2468,188,0.43078967928886414
0,2472,1198,-0.0015321021201089025
0,2473,2630,0.7107179760932922
0,2474,2895,0.9515050053596497
0,2475,3672,-2.087838649749756
0,2476,3085,-1.7044576406478882
0,2485,1951,0.8583601117134094
0,2486,530,-1.197968602180481
0,2487,1866,-0.18389086425304413
0,2488,2552,1.5705362558364868
0,2489,360,0.3694768249988556
0,2490,2101,0.9322296977043152
0,2491,935,-0.027662547305226326
0,2492,2482,0.7607541680335999
0,2493,4117,0.34026429057121277
1,1,127,-0.0667199045419693
1,2,144,-0.2918483018875122
1,3,593,1.588174819946289
1,4,718,1.3284064531326294
1,5,1018,0.6982789635658264
1,6,1057,-0.5174738168716431
1,7,1117,-0.6673813462257385
1,8,1130,0.7559470534324646
1,9,1615,-0.4268159568309784
1,10,2099,-0.2803875505924225
2,11,307,0.5496801733970642
2,12,437,-1.3129075765609741
2,13,519,-0.635630190372467
2,14,697,0.8192073106765747
2,15,742,-0.11640443652868271
2,16,782,-0.9535247087478638
2,17,1002,0.9938799142837524
2,18,1014,-1.361771821975708
2,19,1029,-1.2539701461791992
2,20,1443,-0.33029940724372864
3,21,4,-0.14862488210201263
3,22,50,0.6050796508789062
3,23,902,0.9161643981933594
3,24,915,0.8853733539581299
3,25,1041,-1.644331455230713
3,26,1056,0.17506462335586548
3,27,1084,-0.15737535059452057
4,28,13,0.8410075306892395
4,29,55,-0.3913225531578064
4,30,153,-0.399675190448761
4,31,177,0.45148545503616333
4,32,218,-0.163561150431633
4,33,670,1.093084454536438
4,34,766,2.094362258911133
4,35,855,-0.4555765688419342
4,36,866,-0.15835797786712646
4,37,933,-0.8836093544960022
5,38,45,-1.9442793130874634
5,39,114,-0.06165415421128273
5,40,481,-1.049981713294983
5,41,671,1.5139951705932617
5,42,745,2.6147806644439697
5,43,2180,-0.9861541390419006
5,44,2220,-1.1798826456069946
5,45,2690,-0.5465009808540344
5,46,2695,-1.6942861080169678
5,47,3128,-1.1701191663742065
6,48,492,0.3630851209163666
6,49,522,1.2825008630752563
6,50,525,1.7906209230422974
6,51,2151,1.5334545373916626
6,52,2278,0.81629878282547
6,53,2279,1.0757243633270264
6,54,2694,0.905659019947052
6,55,2725,-1.652306318283081
6,56,2925,-1.4611337184906006
6,57,3119,-0.9841209053993225
7,58,106,-0.05861230939626694
7,59,559,1.812837839126587
7,60,719,1.2480695247650146
7,61,927,-0.20290082693099976
7,62,1015,0.5482569336891174
7,63,1050,0.0903448760509491
7,64,1694,-1.2276194095611572
7,65,1842,-0.16784173250198364
7,66,2316,-1.7495806217193604
7,67,2342,-0.16711533069610596
8,68,48,-0.178933247923851
8,69,111,0.7513278126716614
8,70,275,0.01325823925435543
8,71,1036,-0.7273856997489929
8,72,1513,-0.8401186466217041
8,73,2128,-1.1162891387939453
8,74,2492,-0.04622922092676163
9,75,116,0.8363999724388123
9,76,483,0.6464290022850037
9,77,2183,0.1724424809217453
9,78,2187,1.2027314901351929
9,79,2374,0.753251850605011
9,80,2697,-1.0069842338562012
9,81,2721,-0.27302855253219604
