user_id,origin_id,theta
1,1615,0.49998581409454346
2,1615,0.49978166818618774
3,1615,0.5001458525657654
4,1615,0.5000046491622925
5,1615,0.4999144971370697
6,1615,0.4999079704284668
7,1615,0.5002794861793518
8,1615,0.5002593994140625
9,1615,0.4999230206012726
10,1615,0.49980950355529785
11,1615,0.5000616908073425
12,782,0.5000229477882385
13,782,0.5000002384185791
14,782,0.49976035952568054
15,782,0.5000197887420654
16,782,0.5000984072685242
17,782,0.4998784363269806
18,782,0.49983489513397217
19,782,0.49980053305625916
20,782,0.5000773072242737
21,782,0.4998529851436615
22,782,0.5000266432762146
23,1084,0.49996861815452576
24,1084,0.5001575946807861
25,1084,0.4999232888221741
26,1084,0.4998123347759247
27,1084,0.499843567609787
28,1084,0.5001448392868042
29,1084,0.49998077750205994
30,1084,0.5002947449684143
31,1084,0.5001480579376221
32,1084,0.4999436140060425
33,1084,0.4999658763408661
34,593,0.5000220537185669
35,593,0.5003281235694885
36,593,0.4998936057090759
37,593,0.5002187490463257
38,593,0.5001236796379089
39,593,0.4998089075088501
40,593,0.5000720024108887
41,593,0.5001574754714966
42,593,0.4998003840446472
43,593,0.5003008842468262
44,593,0.500308632850647
45,127,0.4998893439769745
46,127,0.499715119600296
47,127,0.5000048279762268
48,127,0.5000046491622925
49,127,0.5003812909126282
50,127,0.5000261664390564
51,127,0.4998598098754883
52,127,0.4997396767139435
53,127,0.4998457729816437
54,127,0.5001605153083801
55,127,0.5000054836273193
56,1443,0.5001270771026611
57,1443,0.49962326884269714
58,1443,0.5000891089439392
59,1443,0.5001228451728821
60,1443,0.5001328587532043
61,1443,0.5002012252807617
62,1443,0.4999108910560608
63,1443,0.5000912547111511
64,1443,0.5000812411308289
65,1443,0.49966639280319214
66,1443,0.4997415542602539
67,437,0.4998907744884491
68,437,0.5001349449157715
69,437,0.5001931190490723
70,437,0.49974319338798523
71,437,0.4999542832374573
72,437,0.49972912669181824
73,437,0.5003081560134888
74,437,0.5003072023391724
75,437,0.49993377923965454
76,437,0.5001065135002136
77,437,0.5000675320625305
78,915,0.49989762902259827
79,915,0.4996758699417114
80,915,0.4999590516090393
81,915,0.5001466870307922
82,915,0.5000393390655518
83,915,0.49985992908477783
84,915,0.5001608729362488
85,915,0.5000386238098145
86,915,0.4998299479484558
87,915,0.4996704161167145
88,915,0.4998636841773987
89,55,0.5001345872879028
90,55,0.5001978278160095
91,55,0.49999356269836426
92,55,0.5000616312026978
93,55,0.5004463791847229
94,55,0.4999051094055176
95,55,0.5001690983772278
96,55,0.4996989667415619
97,55,0.5000592470169067
98,55,0.5000602006912231
99,55,0.500229001045227
100,3128,0.5002208948135376
101,3128,0.49999648332595825
102,3128,0.5002933144569397
103,3128,0.5001777410507202
104,3128,0.4995884597301483
105,3128,0.49997472763061523
106,3128,0.49978241324424744
107,3128,0.4996609091758728
108,3128,0.5001667737960815
109,3128,0.4998949468135834
110,3128,0.49997881054878235
111,481,0.5001835227012634
112,481,0.5001651644706726
113,481,0.5000142455101013
114,481,0.4999823272228241
115,481,0.499774307012558
116,481,0.5000455975532532
117,481,0.49983179569244385
118,481,0.4997595548629761
119,481,0.5001557469367981
120,481,0.5001475811004639
121,481,0.500032901763916
122,1057,0.4999183416366577
123,1057,0.49994251132011414
124,1057,0.4998489022254944
125,1057,0.4999724328517914
126,1057,0.49998629093170166
127,1057,0.500295102596283
128,1057,0.5000196099281311
129,1057,0.5004732608795166
130,1057,0.4999868869781494
131,1057,0.5000656843185425
132,1057,0.5000150799751282
133,933,0.500145435333252
134,933,0.5001240968704224
135,933,0.5003409385681152
136,933,0.5004226565361023
137,933,0.500247597694397
138,933,0.4997614622116089
139,933,0.500266432762146
140,933,0.4996897578239441
141,933,0.5001720190048218
142,933,0.5002907514572144
143,933,0.5000712871551514
144,144,0.5001810789108276
145,144,0.49988844990730286
146,144,0.5002365708351135
147,144,0.499820739030838
148,144,0.49986496567726135
149,144,0.500090479850769
